id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,cmc_rank,last_updated
6719,The Graph,GRT,the-graph,147,2020-12-17T00:00:00.000Z,10057044431,,1.00E+10,36,2021-08-29T04:27:30.000Z
4256,Klaytn,KLAY,klaytn,54,2020-03-30T00:00:00.000Z,NA,,10657479798,37,2021-08-29T04:27:20.000Z
3635,Crypto.com Coin,CRO,crypto-com-coin,112,2018-12-14T00:00:00.000Z,,,30263013692,38,2021-08-29T04:27:37.000Z
1376,Neo,NEO,neo,246,2016-09-08T00:00:00.000Z,,,1.00E+08,39,2021-08-29T04:27:37.000Z
4023,Bitcoin BEP2,BTCB,bitcoin-bep2,36,2019-06-18T00:00:00.000Z,,,85501,40,2021-08-29T04:27:32.000Z
4030,Algorand,ALGO,algorand,141,2019-06-20T00:00:00.000Z,,,5702627219,41,2021-08-29T04:27:46.000Z
1518,Maker,MKR,maker,224,2017-01-29T00:00:00.000Z,,,991328.382,42,2021-08-29T04:27:19.000Z
3602,Bitcoin SV,BSV,bitcoin-sv,180,2018-11-09T00:00:00.000Z,,,18827607.89,43,2021-08-29T04:27:40.000Z
3957,UNUS SED LEO,LEO,unus-sed-leo,17,2019-05-21T00:00:00.000Z,,,985239504,44,2021-08-29T04:27:48.000Z
5994,SHIBA INU,SHIB,shiba-inu,120,2020-08-01T00:00:00.000Z,,,1.00E+15,45,2021-08-29T04:27:43.000Z
3718,BitTorrent,BTT,bittorrent,144,2019-01-31T00:00:00.000Z,,,9.90E+11,46,2021-08-29T04:27:21.000Z
1720,IOTA,MIOTA,iota,60,2017-06-13T00:00:00.000Z,,,2779530283,47,2021-08-29T04:27:43.000Z
6892,Elrond,EGLD,elrond-egld,46,2020-09-04T00:00:00.000Z,,,22314124,48,2021-08-29T04:27:38.000Z
1274,Waves,WAVES,waves,152,2016-06-02T00:00:00.000Z,,,106024258,49,2021-08-29T04:27:30.000Z
6535,NEAR Protocol,NEAR,near-protocol,53,2020-08-11T00:00:00.000Z,,,1.00E+09,50,2021-08-29T04:27:21.000Z
6945,Amp,AMP,amp,40,2020-09-08T00:00:00.000Z,,,99213408535,51,2021-08-29T04:27:41.000Z
5034,Kusama,KSM,kusama,104,2019-12-12T00:00:00.000Z,,,9651217.451,52,2021-08-29T04:27:30.000Z
131,Dash,DASH,dash,326,2014-02-14T00:00:00.000Z,,,10306482.86,53,2021-08-29T04:27:31.000Z
4642,Hedera Hashgraph,HBAR,hedera-hashgraph,55,2019-09-17T00:00:00.000Z,,,5.00E+10,54,2021-08-29T04:27:41.000Z
7129,TerraUSD,UST,terrausd,127,2020-09-21T00:00:00.000Z,,,2354431264,55,2021-08-29T04:27:40.000Z
2502,Huobi Token,HT,huobi-token,118,2018-02-03T00:00:00.000Z,,166099511.3,5.00E+08,56,2021-08-29T04:27:25.000Z
3155,Quant,QNT,quant,52,2018-08-10T00:00:00.000Z,,12072738,14612493.08,57,2021-08-29T04:27:31.000Z
1168,Decred,DCR,decred,56,2016-02-10T00:00:00.000Z,,13259853.32,13259853.32,58,2021-08-29T04:27:31.000Z
5692,Compound,COMP,compound,233,2020-06-16T00:00:00.000Z,,5491492.686,1.00E+07,59,2021-08-29T04:27:19.000Z
4157,THORChain,RUNE,thorchain,51,2019-07-23T00:00:00.000Z,,223556160.1,461668422.2,60,2021-08-29T04:27:29.000Z
5665,Helium,HNT,helium,23,2020-06-05T00:00:00.000Z,,96555489.71,2.23E+08,61,2021-08-29T04:27:37.000Z
4066,Chiliz,CHZ,chiliz,176,2019-07-01T00:00:00.000Z,,5894516282,8888888888,62,2021-08-29T04:27:52.000Z
2682,Holo,HOT,holo,86,2018-04-29T00:00:00.000Z,,1.73E+11,1.78E+11,63,2021-08-29T04:27:23.000Z
1437,Zcash,ZEC,zcash,236,2016-10-29T00:00:00.000Z,,12530956.25,12530956.25,64,2021-08-29T04:27:37.000Z
2634,XinFin Network,XDC,xinfin-network,33,2018-04-12T00:00:00.000Z,,12291048333,37691048333,65,2021-08-29T04:27:30.000Z
873,NEM,XEM,nem,112,2015-04-01T00:00:00.000Z,,8999999999,8999999999,66,2021-08-29T04:27:42.000Z
3822,Theta Fuel,TFUEL,theta-fuel,19,2019-03-28T00:00:00.000Z,,5301214400,5301214400,67,2021-08-29T04:27:26.000Z
4847,Stacks,STX,stacks,35,2019-10-28T00:00:00.000Z,,1216899818,1352464600,68,2021-08-29T04:27:56.000Z
2130,Enjin Coin,ENJ,enjin-coin,187,2017-11-01T00:00:00.000Z,,834331121.4,1.00E+09,69,2021-08-29T04:27:26.000Z
1966,Decentraland,MANA,decentraland,179,2017-09-17T00:00:00.000Z,,1795381243,2194099227,70,2021-08-29T04:27:44.000Z
2083,Bitcoin Gold,BTG,bitcoin-gold,67,2017-10-23T00:00:00.000Z,,17513923.59,17513923.59,71,2021-08-29T04:28:06.000Z
5632,Arweave,AR,arweave,27,2020-05-27T00:00:00.000Z,,33394701,63190435,72,2021-08-29T04:27:23.000Z
6758,SushiSwap,SUSHI,sushiswap,263,2020-08-28T00:00:00.000Z,,127244443,232378231,73,2021-08-29T04:27:40.000Z
2563,TrueUSD,TUSD,trueusd,208,2018-03-06T00:00:00.000Z,,1403765260,1403765260,74,2021-08-29T04:27:19.000Z
2700,Celsius,CEL,celsius,48,2018-05-18T00:00:00.000Z,,238863519.8,695658160,75,2021-08-29T04:27:38.000Z
5864,yearn.finance,YFI,yearn-finance,233,2020-07-18T00:00:00.000Z,,,36666,76,2021-08-29T04:27:24.000Z
2586,Synthetix,SNX,synthetix-network-token,204,2018-03-14T00:00:00.000Z,,,215258834.2,77,2021-08-29T04:27:35.000Z
2135,Revain,REV,revain,16,2017-11-01T00:00:00.000Z,,,85061485690,78,2021-08-29T04:27:22.000Z
1684,Qtum,QTUM,qtum,193,2017-05-24T00:00:00.000Z,,,103686456,79,2021-08-29T04:27:24.000Z
3513,Fantom,FTM,fantom,92,2018-10-29T00:00:00.000Z,,,2545006273,80,2021-08-29T04:27:25.000Z
2469,Zilliqa,ZIL,zilliqa,114,2018-01-25T00:00:00.000Z,,,14957814427,81,2021-08-29T04:27:18.000Z
4558,Flow,FLOW,flow,41,2021-01-27T00:00:00.000Z,,,1365946679,82,2021-08-29T04:27:33.000Z
2394,Telcoin,TEL,telcoin,38,2018-01-14T00:00:00.000Z,,,1.00E+11,83,2021-08-29T04:27:37.000Z
5567,Celo,CELO,celo,39,2020-05-22T00:00:00.000Z,,,1.00E+09,84,2021-08-29T04:27:33.000Z
2577,Ravencoin,RVN,ravencoin,81,2018-03-10T00:00:00.000Z,,,9531110000,85,2021-08-29T04:27:20.000Z
3897,OKB,OKB,okb,53,2019-04-30T00:00:00.000Z,,,3.00E+08,86,2021-08-29T04:27:46.000Z
1697,Basic Attention Token,BAT,basic-attention-token,263,2017-06-01T00:00:00.000Z,,,1.50E+09,87,2021-08-29T04:27:42.000Z
7455,Audius,AUDIO,audius,61,2020-10-20T00:00:00.000Z,,,1043525641,88,2021-08-29T04:28:17.000Z
2694,Nexo,NEXO,nexo,54,2018-05-01T00:00:00.000Z,,,1.00E+09,89,2021-08-29T04:27:38.000Z
2087,KuCoin Token,KCS,kucoin-token,34,2017-10-24T00:00:00.000Z,,,170118638,90,2021-08-29T04:28:11.000Z
6950,Perpetual Protocol,PERP,perpetual-protocol,49,2020-09-08T00:00:00.000Z,,,1.50E+08,91,2021-08-29T04:27:29.000Z
3945,Harmony,ONE,harmony,48,2019-06-01T00:00:00.000Z,,,13154009541,92,2021-08-29T04:27:51.000Z
1042,Siacoin,SC,siacoin,58,2015-08-26T00:00:00.000Z,,,48645232992,93,2021-08-29T04:27:09.000Z
1727,Bancor,BNT,bancor,241,2017-06-18T00:00:00.000Z,,,231318667.9,94,2021-08-29T04:27:55.000Z
3330,Pax Dollar,PAX,paxos-standard,156,2018-09-27T00:00:00.000Z,,,945642940.1,95,2021-08-29T04:27:30.000Z
1698,Horizen,ZEN,horizen,68,2017-06-01T00:00:00.000Z,,,11460518.75,96,2021-08-29T04:27:42.000Z
8335,Mdex,MDX,mdex,62,2021-01-27T00:00:00.000Z,,,1.00E+09,97,2021-08-29T04:27:26.000Z
2566,Ontology,ONT,ontology,137,2018-03-08T00:00:00.000Z,,,1.00E+09,98,2021-08-29T04:27:41.000Z
109,DigiByte,DGB,digibyte,100,2014-02-06T00:00:00.000Z,,,14620619697,99,2021-08-29T04:28:11.000Z
2499,SwissBorg,CHSB,swissborg,17,2018-02-02T00:00:00.000Z,,,1.00E+09,100,2021-08-29T04:27:32.000Z
1,Bitcoin,BTC,bitcoin,8668,2013-04-28T00:00:00.000Z,,,18829581,1,2021-09-29T16:03:02.000Z
1027,Ethereum,ETH,ethereum,5046,2015-08-07T00:00:00.000Z,,,117723289.9,2,2021-09-29T16:03:02.000Z
825,Tether,USDT,tether,18616,2015-02-25T00:00:00.000Z,,,71385677475,3,2021-09-29T16:02:09.000Z
2010,Cardano,ADA,cardano,309,2017-10-01T00:00:00.000Z,,,33117618880,4,2021-09-29T16:02:10.000Z
1839,Binance Coin,BNB,binance-coin,530,2017-07-25T00:00:00.000Z,,,168137036,5,2021-09-29T16:02:09.000Z
52,XRP,XRP,xrp,652,2013-08-04T00:00:00.000Z,,,99990236671,6,2021-09-29T16:03:03.000Z
5426,Solana,SOL,solana,153,2020-04-10T00:00:00.000Z,,297553865.8,505326735.3,7,2021-09-29T16:03:04.000Z
3408,USD Coin,USDC,usd-coin,1626,2018-10-08T00:00:00.000Z,,31317250172,31317250172,8,2021-09-29T16:03:05.000Z
6636,Polkadot,DOT,polkadot-new,250,2020-08-19T00:00:00.000Z,,987579315,1103303471,9,2021-09-29T16:03:06.000Z
74,Dogecoin,DOGE,dogecoin,397,2013-12-15T00:00:00.000Z,,1.31E+11,1.31E+11,10,2021-09-29T16:03:03.000Z
5805,Avalanche,AVAX,avalanche,86,2020-07-13T00:00:00.000Z,,220286577.2,391128418.9,11,2021-09-29T16:03:07.000Z
4172,Terra,LUNA,terra-luna,91,2019-07-26T00:00:00.000Z,,399703325.4,995801588.6,12,2021-09-29T16:03:03.000Z
7083,Uniswap,UNI,uniswap,300,2020-09-17T00:00:00.000Z,,611643723.8,1.00E+09,13,2021-09-29T16:02:10.000Z
4687,Binance USD,BUSD,binance-usd,1318,2019-09-20T00:00:00.000Z,,13623165439,13623165439,14,2021-09-29T16:03:07.000Z
1975,Chainlink,LINK,chainlink,521,2017-09-20T00:00:00.000Z,,455009553.9,1.00E+09,15,2021-09-29T16:02:10.000Z
2,Litecoin,LTC,litecoin,709,2013-04-28T00:00:00.000Z,,66752614.52,66752614.52,16,2021-09-29T16:03:02.000Z
4030,Algorand,ALGO,algorand,154,2019-06-20T00:00:00.000Z,,,6494951073,17,2021-09-29T16:02:09.000Z
1831,Bitcoin Cash,BCH,bitcoin-cash,551,2017-07-23T00:00:00.000Z,,,18858868.75,18,2021-09-29T16:02:09.000Z
3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,218,2019-01-30T00:00:00.000Z,,,206020.6494,19,2021-09-29T16:03:07.000Z
3794,Cosmos,ATOM,cosmos,193,2019-03-14T00:00:00.000Z,,,279914803,20,2021-09-29T16:02:08.000Z
8916,Internet Computer,ICP,internet-computer,76,2021-03-23T00:00:00.000Z,,,473400403.1,21,2021-09-29T16:03:07.000Z
3890,Polygon,MATIC,polygon,262,2019-04-28T00:00:00.000Z,,,1.00E+10,22,2021-09-29T16:02:08.000Z
4943,Dai,DAI,multi-collateral-dai,473,2019-11-22T00:00:00.000Z,,,6474952202,23,2021-09-29T16:02:09.000Z
512,Stellar,XLM,stellar,375,2014-08-05T00:00:00.000Z,,,50001802760,24,2021-09-29T16:03:06.000Z
2280,Filecoin,FIL,filecoin,154,2017-12-13T00:00:00.000Z,,,109712354,25,2021-09-29T16:03:04.000Z
1958,TRON,TRX,tron,535,2017-09-13T00:00:00.000Z,,,1.01E+11,26,2021-09-29T16:02:10.000Z
4195,FTX Token,FTT,ftx-token,98,2019-07-31T00:00:00.000Z,,,336416468.5,27,2021-09-29T16:03:03.000Z
1321,Ethereum Classic,ETC,ethereum-classic,275,2016-07-24T00:00:00.000Z,,,210700000,28,2021-09-29T16:03:04.000Z
3077,VeChain,VET,vechain,148,2017-08-22T00:00:00.000Z,,64315576989,86712634466,29,2021-09-29T16:03:02.000Z
2011,Tezos,XTZ,tezos,171,2017-10-06T00:00:00.000Z,,861348212.5,890634238.8,30,2021-09-29T16:02:10.000Z
2416,THETA,THETA,theta,81,2018-01-17T00:00:00.000Z,,1.00E+09,1.00E+09,31,2021-09-29T16:03:05.000Z
10791,eCash,XEC,ecash,36,2021-07-08T00:00:00.000Z,,1.89E+13,1.89E+13,32,2021-09-29T16:03:06.000Z
6783,Axie Infinity,AXS,axie-infinity,126,2020-08-31T00:00:00.000Z,,60907500,,33,2021-09-29T16:03:07.000Z
4023,Bitcoin BEP2,BTCB,bitcoin-bep2,48,2019-06-18T00:00:00.000Z,,105142.8052,,34,2021-09-29T16:02:10.000Z
7186,PancakeSwap,CAKE,pancakeswap,129,2020-09-25T00:00:00.000Z,,226438511.4,,35,2021-09-29T16:03:03.000Z
328,Monero,XMR,monero,158,2014-05-21T00:00:00.000Z,,18001985.69,,36,2021-09-29T16:03:05.000Z
6892,Elrond,EGLD,elrond-egld,55,2020-09-04T00:00:00.000Z,,19511529.83,,37,2021-09-29T16:02:08.000Z
3635,Crypto.com Coin,CRO,crypto-com-coin,109,2018-12-14T00:00:00.000Z,,25263013692,,38,2021-09-29T16:03:06.000Z
1765,EOS,EOS,eos,430,2017-07-01T00:00:00.000Z,,959398605.4,,39,2021-09-29T16:03:07.000Z
7278,Aave,AAVE,aave,266,2020-10-02T00:00:00.000Z,,13188563.29,,40,2021-09-29T16:03:03.000Z
3155,Quant,QNT,quant,57,2018-08-10T00:00:00.000Z,,12072738,,41,2021-09-29T16:03:03.000Z
4642,Hedera Hashgraph,HBAR,hedera-hashgraph,64,2019-09-17T00:00:00.000Z,,,,42,2021-09-29T16:03:06.000Z
6535,NEAR Protocol,NEAR,near-protocol,64,2020-08-11T00:00:00.000Z,,469833753,,43,2021-09-29T16:03:05.000Z
3513,Fantom,FTM,fantom,115,2018-10-29T00:00:00.000Z,,2545006273,,44,2021-09-29T16:03:05.000Z
6719,The Graph,GRT,the-graph,142,2020-12-17T00:00:00.000Z,,,,45,2021-09-29T16:03:07.000Z
1720,IOTA,MIOTA,iota,62,2017-06-13T00:00:00.000Z,,,,46,2021-09-29T16:03:07.000Z
5994,SHIBA INU,SHIB,shiba-inu,142,2020-08-01T00:00:00.000Z,,,,47,2021-09-29T16:02:09.000Z
5034,Kusama,KSM,kusama,109,2019-12-12T00:00:00.000Z,,,,48,2021-09-29T16:02:09.000Z
3957,UNUS SED LEO,LEO,unus-sed-leo,17,2019-05-21T00:00:00.000Z,,,,49,2021-09-29T16:02:09.000Z
1376,Neo,NEO,neo,248,2016-09-08T00:00:00.000Z,,,,50,2021-09-29T16:03:05.000Z
7129,TerraUSD,UST,terrausd,109,2020-09-21T00:00:00.000Z,,,,51,2021-09-29T16:02:10.000Z
4256,Klaytn,KLAY,klaytn,56,2020-03-30T00:00:00.000Z,,,,52,2021-09-29T16:03:03.000Z
1274,Waves,WAVES,waves,150,2016-06-02T00:00:00.000Z,,,,53,2021-09-29T16:03:04.000Z
3602,Bitcoin SV,BSV,bitcoin-sv,173,2018-11-09T00:00:00.000Z,,,,54,2021-09-29T16:03:06.000Z
1518,Maker,MKR,maker,224,2017-01-29T00:00:00.000Z,,,991328.382,55,2021-09-29T16:03:06.000Z
3718,BitTorrent,BTT,bittorrent,152,2019-01-31T00:00:00.000Z,,,9.90E+11,56,2021-09-29T16:03:07.000Z
6945,Amp,AMP,amp,42,2020-09-08T00:00:00.000Z,,42227702186,99213408535,57,2021-09-29T16:02:08.000Z
5692,Compound,COMP,compound,232,2020-06-16T00:00:00.000Z,,5506107.506,1.00E+07,58,2021-09-29T16:03:06.000Z
5567,Celo,CELO,celo,45,2020-05-22T00:00:00.000Z,,306819314,1.00E+09,59,2021-09-29T16:03:05.000Z
5665,Helium,HNT,helium,26,2020-06-05T00:00:00.000Z,,98746598.42,2.23E+08,60,2021-09-29T16:03:06.000Z
131,Dash,DASH,dash,320,2014-02-14T00:00:00.000Z,,10357244.47,10357244.47,61,2021-09-29T16:03:03.000Z
2634,XDC Network,XDC,xinfin,34,2018-04-12T00:00:00.000Z,,12298389290,37698389284,62,2021-09-29T16:03:06.000Z
3945,Harmony,ONE,harmony,54,2019-06-01T00:00:00.000Z,,10571008367,13189773367,63,2021-09-29T16:02:09.000Z
4157,THORChain,RUNE,thorchain,56,2019-07-23T00:00:00.000Z,,224410215.1,461668422.2,64,2021-09-29T16:03:03.000Z
4066,Chiliz,CHZ,chiliz,188,2019-07-01T00:00:00.000Z,,,8888888888,65,2021-09-29T16:02:10.000Z
1808,OMG Network,OMG,omg,249,2017-07-14T00:00:00.000Z,,,140245398.2,66,2021-09-29T16:02:08.000Z
4847,Stacks,STX,stacks,39,2019-10-28T00:00:00.000Z,,,1352464600,67,2021-09-29T16:02:08.000Z
5632,Arweave,AR,arweave,32,2020-05-27T00:00:00.000Z,,,63190435,68,2021-09-29T16:03:06.000Z
2563,TrueUSD,TUSD,trueusd,200,2018-03-06T00:00:00.000Z,,,1389484659,69,2021-09-29T16:03:06.000Z
3822,Theta Fuel,TFUEL,theta-fuel,20,2019-03-28T00:00:00.000Z,,,5301214400,70,2021-09-29T16:03:07.000Z
11156,dYdX,DYDX,dydx,116,2021-08-03T00:00:00.000Z,,,1.00E+09,71,2021-09-29T16:02:09.000Z
2682,Holo,HOT,holo,90,2018-04-29T00:00:00.000Z,,,1.78E+11,72,2021-09-29T16:03:07.000Z
1437,Zcash,ZEC,zcash,234,2016-10-29T00:00:00.000Z,,,12755787.5,73,2021-09-29T16:03:05.000Z
1168,Decred,DCR,decred,53,2016-02-10T00:00:00.000Z,,13356650.67,13356650.67,74,2021-09-29T16:03:03.000Z
2502,Huobi Token,HT,huobi-token,111,2018-02-03T00:00:00.000Z,,164081489.3,5.00E+08,75,2021-09-29T16:03:05.000Z
2135,Revain,REV,revain,15,2017-11-01T00:00:00.000Z,,85061485690,85061485690,76,2021-09-29T16:03:03.000Z
873,NEM,XEM,nem,115,2015-04-01T00:00:00.000Z,,8999999999,8999999999,77,2021-09-29T16:02:09.000Z
6758,SushiSwap,SUSHI,sushiswap,259,2020-08-28T00:00:00.000Z,,127244443,234493486.6,78,2021-09-29T16:03:06.000Z
2700,Celsius,CEL,celsius,46,2018-05-18T00:00:00.000Z,,238863519.8,695658160,79,2021-09-29T16:03:07.000Z
1966,Decentraland,MANA,decentraland,182,2017-09-17T00:00:00.000Z,,1795338443,2194056427,80,2021-09-29T16:02:09.000Z
2586,Synthetix,SNX,synthetix-network-token,203,2018-03-14T00:00:00.000Z,,114841533,215258834.2,81,2021-09-29T16:03:06.000Z
5864,yearn.finance,YFI,yearn-finance,228,2020-07-18T00:00:00.000Z,,36635.43983,36666,82,2021-09-29T16:02:08.000Z
2130,Enjin Coin,ENJ,enjin-coin,197,2017-11-01T00:00:00.000Z,,834340659.6,1.00E+09,83,2021-09-29T16:03:03.000Z
8646,Mina,MINA,mina,42,2021-03-02T00:00:00.000Z,,250224592.8,824104972,84,2021-09-29T16:03:06.000Z
4558,Flow,FLOW,flow,46,2021-01-27T00:00:00.000Z,,64444582,1378211739,85,2021-09-29T16:03:05.000Z
6950,Perpetual Protocol,PERP,perpetual-protocol,58,2020-09-08T00:00:00.000Z,,68700000,1.50E+08,86,2021-09-29T16:02:08.000Z
2099,ICON,ICX,icon,70,2017-10-27T00:00:00.000Z,,670737482,800460000,87,2021-09-29T16:03:03.000Z
6538,Curve DAO Token,CRV,curve-dao-token,190,2020-08-14T00:00:00.000Z,,,1580975538,88,2021-09-29T16:03:05.000Z
2405,IOST,IOST,iostoken,85,2018-01-16T00:00:00.000Z,,,18099719631,89,2021-09-29T16:03:05.000Z
3897,OKB,OKB,okb,56,2019-04-30T00:00:00.000Z,,,3.00E+08,90,2021-09-29T16:02:09.000Z
2539,Ren,REN,ren,148,2018-02-21T00:00:00.000Z,,,999999632.8,91,2021-09-29T16:03:06.000Z
2469,Zilliqa,ZIL,zilliqa,119,2018-01-25T00:00:00.000Z,,,15089651817,92,2021-09-29T16:03:05.000Z
6187,Serum,SRM,serum,104,2020-08-04T00:00:00.000Z,,,1092844982,93,2021-09-29T16:03:03.000Z
3330,Pax Dollar,USDP,paxos-standard,29,2018-09-27T00:00:00.000Z,NA,,945642940.1,94,2021-09-29T16:03:04.000Z
2577,Ravencoin,RVN,ravencoin,88,2018-03-10T00:00:00.000Z,,,9755945000,95,2021-09-29T16:03:06.000Z
3814,Celer Network,CELR,celer-network,59,2019-03-25T00:00:00.000Z,,,1.00E+10,96,2021-09-29T16:02:08.000Z
1684,Qtum,QTUM,qtum,190,2017-05-24T00:00:00.000Z,,,103771271,97,2021-09-29T16:03:07.000Z
1697,Basic Attention Token,BAT,basic-attention-token,257,2017-06-01T00:00:00.000Z,,,1.50E+09,98,2021-09-29T16:03:07.000Z
2083,Bitcoin Gold,BTG,bitcoin-gold,65,2017-10-23T00:00:00.000Z,,,17513923.59,99,2021-09-29T16:03:03.000Z
2394,Telcoin,TEL,telcoin,32,2018-01-14T00:00:00.000Z,,,1.00E+11,100,2021-09-29T16:03:05.000Z
